"Title","PubYear","Country","DALYinCurrentUSDollars"
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Myanmar",125.777308411215
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Nepal",56.4385358255452
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Sri Lanka",61.2761246105919
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Vietnam",125.777308411215
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Indonesia",67.7262429906542
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Korea, Dem. People’s Rep.",74.1763613707165
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Maldives",69.3387725856698
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Papua New Guinea",127.389838006231
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Philippines",164.478018691589
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Thailand",237.04185046729
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Korea, Rep.",1976.9612834891
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Malaysia",1367.42509657321
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Brunei Darussalam",23741.2732274143
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Hong Kong SAR, China",3537.88993146418
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Japan",4311.90413707165
"An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia",1998,"Singapore",3454.03839252336
"Cost-effectiveness of antiviral drug therapy to reduce mother-to-child HIV transmission in sub-Saharan Africa",1998,"Multiple Countries",451.970771191842
"Cost-effectiveness of antiviral drug therapy to reduce mother-to-child HIV transmission in sub-Saharan Africa",1998,"Multiple Countries",235.882555768005
"Cost-effectiveness of antiviral drug therapy to reduce mother-to-child HIV transmission in sub-Saharan Africa",1998,"Multiple Countries",98.9717017208413
"Cost effectiveness of single-dose nevirapine regimen for mothers and babies to decrease vertical HIV-1 transmission in sub-Saharan Africa",1999,NA,8.46578037383178
"Cost effectiveness of single-dose nevirapine regimen for mothers and babies to decrease vertical HIV-1 transmission in sub-Saharan Africa",1999,NA,18.2054591277259
"Cost effectiveness of single-dose nevirapine regimen for mothers and babies to decrease vertical HIV-1 transmission in sub-Saharan Africa",1999,NA,169.81549165109
"Cost effectiveness of single-dose nevirapine regimen for mothers and babies to decrease vertical HIV-1 transmission in sub-Saharan Africa",1999,NA,77.2724181931464
"Cost effectiveness of single-dose nevirapine regimen for mothers and babies to decrease vertical HIV-1 transmission in sub-Saharan Africa",1999,NA,67.3392358878505
"Cost-effectiveness analysis of humanitarian relief interventions: visceral leishmaniasis treatment in the Sudan",1999,"Sudan",43.9634146717674
"Rebound mortality and the cost-effectiveness of malaria control: potential impact of increased mortality in late childhood following the introduction of insecticide treated nets",1999,NA,64.3631030183727
"The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants",1999,"United States",-7867.4351423053
"The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants",1999,"United States",-9215.76788847352
"The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants",1999,"United States",10579.8066728972
"The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants",1999,"United States",-9707.36366080997
"The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants",1999,"United States",-835.087151489097
"The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants",1999,"United States",-27437.19105919
"The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants",1999,"United States",256772.7625919
"The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants",1999,"United States",164157.125302181
"The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants",1999,"United States",1164846.22861059
"The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants",1999,"United States",172066.582965732
"The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants",1999,"United States",453065.990193147
"The cost effectiveness of strategies for the treatment of intestinal parasites in immigrants",1999,"United States",737543.62375701
"Cost effectiveness of DOTS and non-DOTS strategies for smear-positive pulmonary tuberculosis in Beijing",2000,"China",8.76473297764433
"Cost effectiveness of DOTS and non-DOTS strategies for smear-positive pulmonary tuberculosis in Beijing",2000,"China",90.389904865728
"National and provincial estimated costs and cost effectiveness of a programme to  reduce mother-to-child HIV transmission in South Africa",2000,"South Africa",74.6290857132011
"Using epidemiological data to model efficiency in reducing the burden of depression*",2000,"Australia",37407.0027940061
"Using epidemiological data to model efficiency in reducing the burden of depression*",2000,"Australia",10327.2281244923
"Using epidemiological data to model efficiency in reducing the burden of depression*",2000,"Australia",-45643.5211300492
"Cost-effectiveness of voluntary HIV-1 counselling and testing in reducing sexual  transmission of HIV-1 in Kenya and Tanzania",2000,"Kenya",20.2761746625767
"Cost-effectiveness of voluntary HIV-1 counselling and testing in reducing sexual  transmission of HIV-1 in Kenya and Tanzania",2000,"Tanzania",28.2310403680982
"Cost-effectiveness of iron supplementation and malaria chemoprophylaxis in the prevention of anaemia and malaria among Tanzanian infants",2000,"Tanzania",-9.54268652708732
"Cost-effectiveness of iron supplementation and malaria chemoprophylaxis in the prevention of anaemia and malaria among Tanzanian infants",2000,"Tanzania",-10.6794425024857
"Cost-effectiveness of iron supplementation and malaria chemoprophylaxis in the prevention of anaemia and malaria among Tanzanian infants",2000,"Tanzania",-9.53043053135755
"Cost-effectiveness of iron supplementation and malaria chemoprophylaxis in the prevention of anaemia and malaria among Tanzanian infants",2000,"Tanzania",-11.3380826821542
"Cost-effectiveness of iron supplementation and malaria chemoprophylaxis in the prevention of anaemia and malaria among Tanzanian infants",2000,"Tanzania",-12.8728863465902
"Meningococcal vaccination for adolescents? An economic evaluation in Victoria",2001,"Australia",17690.9297626242
"Meningococcal vaccination for adolescents? An economic evaluation in Victoria",2001,"Australia",53089.8325728076
"Meningococcal vaccination for adolescents? An economic evaluation in Victoria",2001,"Australia",42221.229515083
"The economics of HIV vaccines: projecting the impact of HIV vaccination of infants in sub-Saharan Africa",2001,"Multiple Countries",5.39851165644172
"Efficacy and cost-effectiveness of environmental management for malaria control",2001,"Zambia",890.277573536746
"Cost-effectiveness analysis of dialysis and kidney transplants in Japan",2001,"Japan",144855.055370307
"Cost-effectiveness analysis of dialysis and kidney transplants in Japan",2001,"Japan",35235.013468453
"Cost-effectiveness analysis of dialysis and kidney transplants in Japan",2001,"Japan",27450.5337486785
"Should programmes for community-level meningococcal vaccination be considered in Australia? An economic evaluation",2001,"Australia",21150.7166044476
"Should programmes for community-level meningococcal vaccination be considered in Australia? An economic evaluation",2001,"Australia",177945.930368764
"Should programmes for community-level meningococcal vaccination be considered in Australia? An economic evaluation",2001,"Australia",82215.8039807049
"Should programmes for community-level meningococcal vaccination be considered in Australia? An economic evaluation",2001,"Australia",55907.9898641334
"Should programmes for community-level meningococcal vaccination be considered in Australia? An economic evaluation",2001,"Australia",74743.8273559266
"Cost-benefit analysis of a PMTCT program in Mozambique",2002,"Mozambique",58.1498117886179
"Cost-benefit analysis of a PMTCT program in Mozambique",2002,"Mozambique",NA
"Tuberculosis control priorities defined by using cost-effectiveness and burden of disease",2002,"China",8.29695427569959
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",3.22505919003115
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",4.83758878504673
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",11.287707165109
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",8.06264797507788
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",1.61252959501558
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",3.22505919003115
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",4.83758878504673
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",133.839956386293
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",19.3503551401869
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",540.197414330218
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",369.269277258567
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",388.619632398754
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",327.343507788162
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",466.021052959502
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",348.306392523365
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",451.508286604361
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",1209.39719626168
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",577.285595015576
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",40.3132398753894
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",62.8886542056075
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",135.452485981308
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",93.5267165109034
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",25.8004735202492
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",37.0881806853583
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",58.0510654205608
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",1122.32059813084
"Global and regional estimates of the effectiveness and cost-effectiveness of price increases and other tobacco control policies",2002,"International",233.816791277259
"The economic payoffs of integrated malaria control in the Zambian copperbelt between 1930 and 1950",2002,"Zambia",35.0855332020997
"The economic payoffs of integrated malaria control in the Zambian copperbelt between 1930 and 1950",2002,"Zambia",66.8255436351706
"The economic payoffs of integrated malaria control in the Zambian copperbelt between 1930 and 1950",2002,"Zambia",37.4970267716535
"The economic payoffs of integrated malaria control in the Zambian copperbelt between 1930 and 1950",2002,"Zambia",216.864597769029
"The economic payoffs of integrated malaria control in the Zambian copperbelt between 1930 and 1950",2002,"Zambia",62.6648681102362
"Feasibility and cost-effectiveness of standardised second-line drug treatment for chronic tuberculosis patients: a national cohort study in Peru",2002,"Peru",317.126138211382
"Feasibility and cost-effectiveness of standardised second-line drug treatment for chronic tuberculosis patients: a national cohort study in Peru",2002,"Peru",553.092032520325
"Feasibility and cost-effectiveness of standardised second-line drug treatment for chronic tuberculosis patients: a national cohort study in Peru",2002,"Peru",727.436260162602
"Economic benefits of establishing a National Cancer Center in Louisiana",2003,"United States",4583.44354396887
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",41.0810610121951
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",66.1305691056911
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",55.6097967479675
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",19.5385772357724
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",34.5682520325203
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",28.5563821138211
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",21.0415447154472
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",24.0474796747968
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",21.0415447154472
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",21.0415447154472
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",31.5623170731707
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",25.5504471544715
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",121.740365853659
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",305.102398373984
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",54.1068292682927
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",279.551951219512
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",682.347235772358
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",135.267073170732
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",130.758170731707
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",446.381341463415
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",70.6394715447155
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",199.894674796748
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",590.666219512195
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",106.710691056911
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",275.043048780488
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",775.531219512195
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",126.249268292683
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",55.6097967479675
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",323.138008130081
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",72.1424390243903
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",139.775975609756
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",305.102398373984
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",69.1365040650407
"Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk",2003,"Multiple Countries",135.267073170732
"Costs and benefits of polio eradication: a long-run global perspective",2003,"International",664.31162601626
"Costs and benefits of polio eradication: a long-run global perspective",2003,"International",-7489.55748536585
"Costs and benefits of polio eradication: a long-run global perspective",2003,"International",640.264146341464
"Costs and benefits of polio eradication: a long-run global perspective",2003,"International",-4177.9640296748
"Costs and benefits of polio eradication: a long-run global perspective",2003,"International",1564.58914634146
"Costs and benefits of polio eradication: a long-run global perspective",2003,"International",535.056422764228
"Costs and benefits of polio eradication: a long-run global perspective",2003,"International",-2189.41781666667
"Human health benefits from livestock vaccination for brucellosis: case study",2003,"Mongolia",28.7066788617886
"Cost-effectiveness of current and optimal treatment for schizophrenia",2003,"Australia",195856.63461117
"Cost-effectiveness of current and optimal treatment for schizophrenia",2003,"Australia",107365.036983107
"Is antenatal syphilis screening still cost effective in sub-Saharan Africa",2003,"Tanzania",160.752173913043
"Economic evaluation of zinc and copper use in treating acute diarrhea in children: A randomized controlled trial",2003,"India",-19.2664912683238
"Cost-effectiveness of routine immunization to control Japanese encephalitis in Shanghai, China",2003,"China",-86.9821038965732
"Cost-effectiveness of routine immunization to control Japanese encephalitis in Shanghai, China",2003,"China",-126.044988323988
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",24.0474796747968
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",75.1483739837399
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",351.694390243902
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",10.5207723577236
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",22.544512195122
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",139.775975609756
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",749.980772357724
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",86539.3645121951
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",145.787845528455
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",2828.58479674797
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",34.5682520325203
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",601.186991869919
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",1663.785
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",116729.472276423
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",320.132073170732
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",5977.30166666667
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",63.1246341463415
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",190.876869918699
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",906.289390243903
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",10.5207723577236
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",217.930284552846
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",99.1958536585366
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",228.451056910569
"The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings",2003,"Multiple Countries",1456.37548780488
"Cost-effectiveness of social marketing of insecticide-treated nets for malaria control in the United Republic of Tanzania",2003,"Tanzania",85.3685528455285
"Crucial factors that influence cost-effectiveness of universal hepatitis B immunization in India",2003,"India",49.0039374394464
"A cost effective small hospital in Bangladesh: what it can mean for emergency obstetric care",2003,"Bangladesh",18.5617075459318
"Colorectal cancer screening in Australia: an economic evaluation of a potential biennial screening program using faecal occult blood tests",2004,"Australia",15495.6615778628
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",3842.60245136187
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",NA
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",NA
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",149.618365758755
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",1119.26046692607
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",2271.60961089494
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",NA
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",106.459221789883
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",125.161517509728
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",NA
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",113.652412451362
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",345.273151750973
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",NA
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",417.205058365759
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",568.262062256809
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",34632.3357587549
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",237.375291828794
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",2553.5826848249
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",NA
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",296.359455252918
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",284.850350194553
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",2933.38315175097
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",369.73
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",729.38953307393
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",NA
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",730.828171206226
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",916.412490272374
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",NA
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",1234.35151750973
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",1091.92634241245
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",NA
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",235.936653696498
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",289.16626459144
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",10943.7202723735
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",418.643696498055
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",2471.58031128405
"Reducing the global burden of hazardous alcohol use: a comparative cost-effectiveness analysis",2004,"International",NA
